index, timestamp, power.draw [W]
2, 2019/09/06 14:18:05.871, 34.89 W
0, 2019/09/06 14:18:07.876, 30.26 W
1, 2019/09/06 14:18:07.881, 32.22 W
2, 2019/09/06 14:18:07.886, 34.40 W
0, 2019/09/06 14:18:09.891, 31.97 W
1, 2019/09/06 14:18:09.898, 31.98 W
2, 2019/09/06 14:18:09.902, 34.64 W
0, 2019/09/06 14:18:11.907, 31.48 W
1, 2019/09/06 14:18:11.912, 31.98 W
2, 2019/09/06 14:18:11.916, 32.46 W
0, 2019/09/06 14:18:13.921, 32.21 W
1, 2019/09/06 14:18:13.931, 31.98 W
2, 2019/09/06 14:18:13.935, 33.18 W
0, 2019/09/06 14:18:15.940, 33.19 W
1, 2019/09/06 14:18:15.944, 31.98 W
2, 2019/09/06 14:18:15.948, 33.19 W
0, 2019/09/06 14:18:17.952, 32.70 W
1, 2019/09/06 14:18:17.959, 31.98 W
2, 2019/09/06 14:18:17.963, 33.18 W
0, 2019/09/06 14:18:19.975, 32.94 W
1, 2019/09/06 14:18:20.077, 31.98 W
2, 2019/09/06 14:18:20.153, 32.95 W
0, 2019/09/06 14:18:22.226, 32.70 W
1, 2019/09/06 14:18:22.300, 31.98 W
2, 2019/09/06 14:18:22.453, 33.18 W
0, 2019/09/06 14:18:24.522, 33.19 W
1, 2019/09/06 14:18:24.530, 31.98 W
2, 2019/09/06 14:18:24.535, 33.18 W
0, 2019/09/06 14:18:26.539, 32.94 W
1, 2019/09/06 14:18:26.543, 31.98 W
2, 2019/09/06 14:18:26.549, 32.94 W
0, 2019/09/06 14:18:28.554, 32.94 W
1, 2019/09/06 14:18:28.559, 31.98 W
2, 2019/09/06 14:18:28.563, 33.18 W
0, 2019/09/06 14:18:30.568, 32.94 W
1, 2019/09/06 14:18:30.891, 31.98 W
2, 2019/09/06 14:18:30.896, 33.18 W
0, 2019/09/06 14:18:32.900, 32.94 W
1, 2019/09/06 14:18:33.298, 31.98 W
2, 2019/09/06 14:18:33.301, 33.18 W
0, 2019/09/06 14:18:35.309, 32.94 W
1, 2019/09/06 14:18:35.620, 31.98 W
2, 2019/09/06 14:18:35.625, 34.89 W
0, 2019/09/06 14:18:37.631, 33.19 W
1, 2019/09/06 14:18:37.921, 31.98 W
2, 2019/09/06 14:18:37.926, 34.64 W
0, 2019/09/06 14:18:39.934, 32.94 W
1, 2019/09/06 14:18:40.058, 31.98 W
2, 2019/09/06 14:18:40.062, 34.64 W
0, 2019/09/06 14:18:42.067, 32.94 W
1, 2019/09/06 14:18:42.262, 31.98 W
2, 2019/09/06 14:18:42.266, 34.64 W
0, 2019/09/06 14:18:44.271, 32.94 W
1, 2019/09/06 14:18:44.277, 31.98 W
2, 2019/09/06 14:18:44.281, 34.89 W
0, 2019/09/06 14:18:46.286, 32.46 W
1, 2019/09/06 14:18:46.731, 31.98 W
2, 2019/09/06 14:18:46.738, 34.89 W
0, 2019/09/06 14:18:48.742, 30.75 W
1, 2019/09/06 14:18:48.820, 31.73 W
2, 2019/09/06 14:18:48.825, 34.64 W
0, 2019/09/06 14:18:50.829, 30.50 W
1, 2019/09/06 14:18:50.836, 31.98 W
2, 2019/09/06 14:18:50.840, 34.40 W
0, 2019/09/06 14:18:52.845, 30.26 W
1, 2019/09/06 14:18:52.849, 31.73 W
2, 2019/09/06 14:18:52.853, 34.89 W
0, 2019/09/06 14:18:54.858, 30.26 W
1, 2019/09/06 14:18:54.862, 31.98 W
2, 2019/09/06 14:18:54.867, 34.40 W
0, 2019/09/06 14:18:56.871, 30.99 W
1, 2019/09/06 14:18:56.879, 31.73 W
2, 2019/09/06 14:18:56.883, 34.64 W
0, 2019/09/06 14:18:58.888, 31.24 W
1, 2019/09/06 14:18:58.893, 31.73 W
2, 2019/09/06 14:18:58.897, 33.18 W
0, 2019/09/06 14:19:00.966, 30.75 W
1, 2019/09/06 14:19:00.971, 31.73 W
2, 2019/09/06 14:19:00.977, 33.19 W
0, 2019/09/06 14:19:03.066, 31.24 W
1, 2019/09/06 14:19:03.070, 31.73 W
2, 2019/09/06 14:19:03.077, 33.18 W
0, 2019/09/06 14:19:05.082, 31.24 W
1, 2019/09/06 14:19:05.087, 31.73 W
2, 2019/09/06 14:19:05.091, 33.18 W
0, 2019/09/06 14:19:07.096, 31.24 W
1, 2019/09/06 14:19:07.167, 31.73 W
2, 2019/09/06 14:19:07.172, 33.19 W
0, 2019/09/06 14:19:09.176, 31.24 W
1, 2019/09/06 14:19:09.181, 31.73 W
2, 2019/09/06 14:19:09.186, 33.18 W
0, 2019/09/06 14:19:11.191, 30.75 W
1, 2019/09/06 14:19:11.198, 31.73 W
2, 2019/09/06 14:19:11.203, 33.18 W
0, 2019/09/06 14:19:13.207, 31.24 W
1, 2019/09/06 14:19:13.213, 31.73 W
2, 2019/09/06 14:19:13.218, 33.18 W
0, 2019/09/06 14:19:15.223, 30.99 W
1, 2019/09/06 14:19:15.267, 31.73 W
2, 2019/09/06 14:19:15.271, 33.18 W
0, 2019/09/06 14:19:17.279, 30.99 W
1, 2019/09/06 14:19:17.367, 31.73 W
2, 2019/09/06 14:19:17.372, 33.18 W
0, 2019/09/06 14:19:19.380, 31.24 W
1, 2019/09/06 14:19:19.385, 31.73 W
2, 2019/09/06 14:19:19.390, 33.19 W
0, 2019/09/06 14:19:21.394, 31.24 W
1, 2019/09/06 14:19:21.467, 31.73 W
2, 2019/09/06 14:19:21.472, 33.18 W
0, 2019/09/06 14:19:23.478, 31.24 W
1, 2019/09/06 14:19:23.482, 31.73 W
2, 2019/09/06 14:19:23.487, 33.18 W
0, 2019/09/06 14:19:25.491, 31.24 W
1, 2019/09/06 14:19:25.567, 31.73 W
2, 2019/09/06 14:19:25.572, 32.94 W
0, 2019/09/06 14:19:27.578, 31.24 W
1, 2019/09/06 14:19:27.582, 31.73 W
2, 2019/09/06 14:19:27.667, 32.95 W
0, 2019/09/06 14:19:29.672, 32.46 W
1, 2019/09/06 14:19:29.766, 31.73 W
2, 2019/09/06 14:19:29.983, 33.19 W
0, 2019/09/06 14:19:32.067, 32.70 W
1, 2019/09/06 14:19:32.667, 31.73 W
2, 2019/09/06 14:19:32.670, 32.94 W
0, 2019/09/06 14:19:34.887, 32.70 W
1, 2019/09/06 14:19:35.067, 31.73 W
2, 2019/09/06 14:19:35.071, 32.94 W
0, 2019/09/06 14:19:37.076, 32.46 W
1, 2019/09/06 14:19:37.195, 31.73 W
2, 2019/09/06 14:19:37.207, 32.94 W
0, 2019/09/06 14:19:39.211, 32.46 W
1, 2019/09/06 14:19:39.267, 31.73 W
2, 2019/09/06 14:19:39.272, 32.69 W
0, 2019/09/06 14:19:41.277, 32.46 W
1, 2019/09/06 14:19:41.282, 31.73 W
2, 2019/09/06 14:19:41.367, 33.18 W
0, 2019/09/06 14:19:43.372, 32.94 W
1, 2019/09/06 14:19:43.567, 31.73 W
2, 2019/09/06 14:19:44.144, 32.69 W
0, 2019/09/06 14:19:46.166, 32.94 W
1, 2019/09/06 14:19:46.170, 31.73 W
2, 2019/09/06 14:19:46.175, 32.69 W
0, 2019/09/06 14:19:48.268, 32.94 W
1, 2019/09/06 14:19:48.779, 38.08 W
2, 2019/09/06 14:19:48.784, 33.18 W
0, 2019/09/06 14:19:50.789, 32.94 W
1, 2019/09/06 14:19:50.793, 36.86 W
2, 2019/09/06 14:19:50.800, 33.18 W
0, 2019/09/06 14:19:52.804, 33.18 W
1, 2019/09/06 14:19:52.809, 81.81 W
2, 2019/09/06 14:19:52.813, 32.93 W
0, 2019/09/06 14:19:54.818, 32.94 W
1, 2019/09/06 14:19:54.823, 109.98 W
2, 2019/09/06 14:19:54.827, 32.93 W
0, 2019/09/06 14:19:56.834, 32.94 W
1, 2019/09/06 14:19:56.839, 69.48 W
2, 2019/09/06 14:19:56.843, 32.93 W
0, 2019/09/06 14:19:58.848, 32.70 W
1, 2019/09/06 14:19:58.867, 37.83 W
2, 2019/09/06 14:19:58.871, 32.69 W
0, 2019/09/06 14:20:00.875, 33.18 W
1, 2019/09/06 14:20:00.880, 73.83 W
2, 2019/09/06 14:20:00.885, 33.18 W
0, 2019/09/06 14:20:02.890, 33.17 W
1, 2019/09/06 14:20:02.895, 105.11 W
2, 2019/09/06 14:20:02.899, 33.18 W
0, 2019/09/06 14:20:04.904, 33.17 W
1, 2019/09/06 14:20:04.910, 130.51 W
2, 2019/09/06 14:20:04.915, 33.41 W
0, 2019/09/06 14:20:06.920, 32.94 W
1, 2019/09/06 14:20:06.967, 37.10 W
2, 2019/09/06 14:20:06.972, 32.94 W
0, 2019/09/06 14:20:08.976, 32.94 W
1, 2019/09/06 14:20:09.067, 32.22 W
2, 2019/09/06 14:20:09.072, 32.69 W
0, 2019/09/06 14:20:11.076, 33.19 W
1, 2019/09/06 14:20:11.080, 32.22 W
2, 2019/09/06 14:20:11.085, 32.71 W
0, 2019/09/06 14:20:13.092, 32.70 W
1, 2019/09/06 14:20:13.096, 36.37 W
2, 2019/09/06 14:20:13.101, 32.94 W
0, 2019/09/06 14:20:15.106, 33.18 W
1, 2019/09/06 14:20:15.110, 114.77 W
2, 2019/09/06 14:20:15.115, 32.91 W
0, 2019/09/06 14:20:17.120, 32.92 W
1, 2019/09/06 14:20:17.124, 160.20 W
2, 2019/09/06 14:20:17.129, 32.90 W
0, 2019/09/06 14:20:19.134, 32.92 W
1, 2019/09/06 14:20:19.139, 177.31 W
2, 2019/09/06 14:20:19.144, 32.90 W
0, 2019/09/06 14:20:21.150, 32.92 W
1, 2019/09/06 14:20:21.155, 180.60 W
2, 2019/09/06 14:20:21.160, 32.90 W
0, 2019/09/06 14:20:23.165, 32.92 W
1, 2019/09/06 14:20:23.170, 167.96 W
2, 2019/09/06 14:20:23.175, 33.39 W
0, 2019/09/06 14:20:25.180, 32.67 W
1, 2019/09/06 14:20:25.184, 173.67 W
2, 2019/09/06 14:20:25.189, 33.63 W
0, 2019/09/06 14:20:27.193, 32.92 W
1, 2019/09/06 14:20:27.197, 147.18 W
2, 2019/09/06 14:20:27.202, 32.91 W
0, 2019/09/06 14:20:29.206, 33.18 W
1, 2019/09/06 14:20:29.249, 58.76 W
2, 2019/09/06 14:20:29.253, 32.94 W
0, 2019/09/06 14:20:31.261, 31.95 W
1, 2019/09/06 14:20:31.271, 151.94 W
2, 2019/09/06 14:20:31.277, 33.15 W
0, 2019/09/06 14:20:33.366, 31.97 W
1, 2019/09/06 14:20:33.371, 38.32 W
2, 2019/09/06 14:20:33.377, 33.42 W
0, 2019/09/06 14:20:35.467, 31.97 W
1, 2019/09/06 14:20:35.767, 38.08 W
2, 2019/09/06 14:20:35.967, 32.69 W
0, 2019/09/06 14:20:37.972, 32.94 W
1, 2019/09/06 14:20:38.035, 38.08 W
2, 2019/09/06 14:20:38.046, 33.18 W
0, 2019/09/06 14:20:40.051, 32.94 W
1, 2019/09/06 14:20:40.278, 37.83 W
2, 2019/09/06 14:20:40.290, 33.18 W
0, 2019/09/06 14:20:42.293, 33.19 W
1, 2019/09/06 14:20:42.462, 37.83 W
2, 2019/09/06 14:20:42.474, 32.94 W
0, 2019/09/06 14:20:44.478, 32.94 W
1, 2019/09/06 14:20:44.789, 37.59 W
2, 2019/09/06 14:20:44.794, 33.67 W
0, 2019/09/06 14:20:46.799, 32.94 W
1, 2019/09/06 14:20:46.803, 37.59 W
2, 2019/09/06 14:20:46.808, 32.69 W
0, 2019/09/06 14:20:48.812, 33.19 W
1, 2019/09/06 14:20:48.873, 37.59 W
2, 2019/09/06 14:20:48.880, 32.69 W
0, 2019/09/06 14:20:50.887, 32.94 W
1, 2019/09/06 14:20:50.892, 37.83 W
2, 2019/09/06 14:20:50.900, 33.18 W
0, 2019/09/06 14:20:52.904, 32.94 W
1, 2019/09/06 14:20:52.909, 37.59 W
2, 2019/09/06 14:20:52.913, 32.94 W
0, 2019/09/06 14:20:54.919, 32.70 W
1, 2019/09/06 14:20:54.923, 36.86 W
2, 2019/09/06 14:20:54.928, 32.94 W
0, 2019/09/06 14:20:56.933, 32.94 W
1, 2019/09/06 14:20:56.937, 38.32 W
2, 2019/09/06 14:20:56.941, 33.91 W
0, 2019/09/06 14:20:58.950, 33.19 W
1, 2019/09/06 14:20:58.955, 38.56 W
2, 2019/09/06 14:20:58.959, 33.67 W
0, 2019/09/06 14:21:00.964, 32.70 W
1, 2019/09/06 14:21:00.969, 38.08 W
2, 2019/09/06 14:21:00.973, 33.42 W
0, 2019/09/06 14:21:02.978, 34.16 W
1, 2019/09/06 14:21:02.982, 38.08 W
2, 2019/09/06 14:21:02.987, 33.91 W
0, 2019/09/06 14:21:04.992, 34.62 W
1, 2019/09/06 14:21:04.996, 198.65 W
2, 2019/09/06 14:21:05.001, 34.12 W
0, 2019/09/06 14:21:07.009, 33.92 W
1, 2019/09/06 14:21:07.013, 38.08 W
2, 2019/09/06 14:21:07.018, 33.91 W
0, 2019/09/06 14:21:09.023, 34.16 W
1, 2019/09/06 14:21:09.028, 38.56 W
2, 2019/09/06 14:21:09.032, 33.67 W
0, 2019/09/06 14:21:11.037, 33.92 W
1, 2019/09/06 14:21:11.042, 41.01 W
2, 2019/09/06 14:21:11.049, 34.40 W
0, 2019/09/06 14:21:13.054, 34.14 W
1, 2019/09/06 14:21:13.058, 74.56 W
2, 2019/09/06 14:21:13.062, 32.69 W
0, 2019/09/06 14:21:15.066, 33.89 W
1, 2019/09/06 14:21:15.071, 191.01 W
2, 2019/09/06 14:21:15.076, 37.04 W
0, 2019/09/06 14:21:17.081, 34.16 W
1, 2019/09/06 14:21:17.089, 38.81 W
2, 2019/09/06 14:21:17.093, 37.33 W
0, 2019/09/06 14:21:19.098, 34.16 W
1, 2019/09/06 14:21:19.103, 39.79 W
2, 2019/09/06 14:21:19.109, 37.57 W
0, 2019/09/06 14:21:21.113, 30.26 W
1, 2019/09/06 14:21:21.118, 43.67 W
2, 2019/09/06 14:21:21.123, 37.81 W
0, 2019/09/06 14:21:23.130, 30.24 W
1, 2019/09/06 14:21:23.135, 194.78 W
2, 2019/09/06 14:21:23.140, 37.29 W
0, 2019/09/06 14:21:25.144, 29.75 W
1, 2019/09/06 14:21:25.149, 199.14 W
2, 2019/09/06 14:21:25.154, 37.53 W
0, 2019/09/06 14:21:27.159, 30.01 W
1, 2019/09/06 14:21:27.328, 39.54 W
2, 2019/09/06 14:21:27.342, 37.08 W
0, 2019/09/06 14:21:29.349, 31.21 W
1, 2019/09/06 14:21:29.662, 196.23 W
2, 2019/09/06 14:21:29.666, 37.29 W
0, 2019/09/06 14:21:31.671, 31.21 W
1, 2019/09/06 14:21:31.708, 197.68 W
2, 2019/09/06 14:21:31.712, 37.53 W
0, 2019/09/06 14:21:33.720, 30.99 W
1, 2019/09/06 14:21:33.727, 40.03 W
2, 2019/09/06 14:21:33.731, 37.33 W
0, 2019/09/06 14:21:35.736, 31.21 W
1, 2019/09/06 14:21:35.793, 196.47 W
2, 2019/09/06 14:21:35.797, 36.80 W
0, 2019/09/06 14:21:37.805, 31.24 W
1, 2019/09/06 14:21:38.093, 40.76 W
2, 2019/09/06 14:21:38.098, 37.33 W
0, 2019/09/06 14:21:40.106, 33.92 W
1, 2019/09/06 14:21:40.199, 41.25 W
2, 2019/09/06 14:21:40.203, 37.57 W
0, 2019/09/06 14:21:42.210, 33.67 W
1, 2019/09/06 14:21:42.766, 71.43 W
2, 2019/09/06 14:21:42.771, 37.08 W
0, 2019/09/06 14:21:44.778, 34.16 W
1, 2019/09/06 14:21:44.980, 41.47 W
2, 2019/09/06 14:21:44.985, 37.08 W
0, 2019/09/06 14:21:46.990, 34.13 W
1, 2019/09/06 14:21:46.995, 201.56 W
2, 2019/09/06 14:21:46.999, 37.02 W
0, 2019/09/06 14:21:49.003, 33.89 W
1, 2019/09/06 14:21:49.525, 200.59 W
2, 2019/09/06 14:21:49.532, 37.29 W
0, 2019/09/06 14:21:51.537, 33.91 W
1, 2019/09/06 14:21:51.544, 149.35 W
2, 2019/09/06 14:21:51.549, 37.29 W
0, 2019/09/06 14:21:53.553, 34.14 W
1, 2019/09/06 14:21:53.558, 192.22 W
2, 2019/09/06 14:21:53.562, 37.04 W
0, 2019/09/06 14:21:55.567, 34.13 W
1, 2019/09/06 14:21:55.571, 204.21 W
2, 2019/09/06 14:21:55.575, 37.28 W
0, 2019/09/06 14:21:57.580, 33.67 W
1, 2019/09/06 14:21:57.584, 40.98 W
2, 2019/09/06 14:21:57.590, 37.08 W
0, 2019/09/06 14:21:59.595, 33.92 W
1, 2019/09/06 14:21:59.599, 35.15 W
2, 2019/09/06 14:21:59.603, 37.33 W
0, 2019/09/06 14:22:01.610, 33.67 W
1, 2019/09/06 14:22:01.615, 35.15 W
2, 2019/09/06 14:22:01.619, 33.91 W
0, 2019/09/06 14:22:03.623, 33.92 W
1, 2019/09/06 14:22:03.628, 34.91 W
2, 2019/09/06 14:22:03.632, 33.67 W
0, 2019/09/06 14:22:05.637, 29.53 W
1, 2019/09/06 14:22:05.643, 34.91 W
2, 2019/09/06 14:22:05.650, 33.42 W
0, 2019/09/06 14:22:07.655, 30.26 W
1, 2019/09/06 14:22:07.659, 34.66 W
2, 2019/09/06 14:22:07.663, 33.91 W
0, 2019/09/06 14:22:09.667, 30.50 W
1, 2019/09/06 14:22:09.671, 34.66 W
2, 2019/09/06 14:22:09.675, 33.91 W
0, 2019/09/06 14:22:11.679, 30.99 W
1, 2019/09/06 14:22:11.685, 34.66 W
2, 2019/09/06 14:22:11.689, 34.15 W
0, 2019/09/06 14:22:13.694, 30.99 W
1, 2019/09/06 14:22:13.698, 34.66 W
2, 2019/09/06 14:22:13.703, 33.93 W
0, 2019/09/06 14:22:15.707, 31.24 W
1, 2019/09/06 14:22:15.712, 34.42 W
2, 2019/09/06 14:22:15.716, 33.67 W
0, 2019/09/06 14:22:17.720, 31.24 W
1, 2019/09/06 14:22:17.725, 34.42 W
2, 2019/09/06 14:22:17.729, 33.91 W
0, 2019/09/06 14:22:19.734, 31.24 W
1, 2019/09/06 14:22:19.739, 34.42 W
2, 2019/09/06 14:22:19.743, 33.67 W
0, 2019/09/06 14:22:21.748, 31.24 W
1, 2019/09/06 14:22:21.753, 34.42 W
2, 2019/09/06 14:22:21.758, 33.42 W
0, 2019/09/06 14:22:23.763, 31.24 W
1, 2019/09/06 14:22:23.767, 34.42 W
2, 2019/09/06 14:22:23.774, 34.40 W
0, 2019/09/06 14:22:25.779, 31.24 W
1, 2019/09/06 14:22:26.149, 34.17 W
2, 2019/09/06 14:22:26.157, 34.89 W
0, 2019/09/06 14:22:28.161, 30.99 W
1, 2019/09/06 14:22:28.166, 33.93 W
2, 2019/09/06 14:22:28.171, 34.64 W
0, 2019/09/06 14:22:30.175, 32.70 W
1, 2019/09/06 14:22:30.311, 34.17 W
2, 2019/09/06 14:22:30.316, 34.89 W
0, 2019/09/06 14:22:32.320, 32.21 W
1, 2019/09/06 14:22:32.786, 33.93 W
2, 2019/09/06 14:22:32.795, 34.89 W
0, 2019/09/06 14:22:34.800, 32.70 W
1, 2019/09/06 14:22:34.916, 33.69 W
2, 2019/09/06 14:22:34.920, 34.89 W
0, 2019/09/06 14:22:36.925, 32.46 W
1, 2019/09/06 14:22:37.097, 33.69 W
2, 2019/09/06 14:22:37.102, 34.64 W
0, 2019/09/06 14:22:39.108, 32.21 W
1, 2019/09/06 14:22:39.113, 33.69 W
2, 2019/09/06 14:22:39.117, 35.13 W
0, 2019/09/06 14:22:41.122, 32.46 W
1, 2019/09/06 14:22:41.126, 33.69 W
2, 2019/09/06 14:22:41.134, 34.64 W
0, 2019/09/06 14:22:43.139, 32.21 W
1, 2019/09/06 14:22:43.285, 33.69 W
2, 2019/09/06 14:22:43.899, 34.64 W
0, 2019/09/06 14:22:45.904, 32.46 W
1, 2019/09/06 14:22:45.910, 33.44 W
2, 2019/09/06 14:22:45.915, 32.45 W
0, 2019/09/06 14:22:48.147, 32.46 W
1, 2019/09/06 14:22:48.247, 33.44 W
2, 2019/09/06 14:22:48.255, 33.18 W
0, 2019/09/06 14:22:50.260, 32.21 W
1, 2019/09/06 14:22:50.264, 33.44 W
2, 2019/09/06 14:22:50.269, 33.18 W
0, 2019/09/06 14:22:52.274, 30.50 W
1, 2019/09/06 14:22:52.279, 33.44 W
2, 2019/09/06 14:22:52.284, 33.18 W
0, 2019/09/06 14:22:54.289, 30.26 W
1, 2019/09/06 14:22:54.293, 33.44 W
2, 2019/09/06 14:22:54.298, 33.18 W
0, 2019/09/06 14:22:56.302, 30.26 W
1, 2019/09/06 14:22:56.308, 33.44 W
2, 2019/09/06 14:22:56.316, 33.18 W
0, 2019/09/06 14:22:58.321, 31.72 W
1, 2019/09/06 14:22:58.327, 33.20 W
2, 2019/09/06 14:22:58.331, 32.95 W
0, 2019/09/06 14:23:00.336, 30.26 W
1, 2019/09/06 14:23:00.341, 33.20 W
2, 2019/09/06 14:23:00.345, 32.69 W
0, 2019/09/06 14:23:02.352, 30.50 W
1, 2019/09/06 14:23:02.356, 33.20 W
2, 2019/09/06 14:23:02.361, 33.18 W
0, 2019/09/06 14:23:04.366, 29.77 W
1, 2019/09/06 14:23:04.370, 33.20 W
2, 2019/09/06 14:23:04.375, 33.18 W
0, 2019/09/06 14:23:06.379, 30.26 W
1, 2019/09/06 14:23:06.385, 33.20 W
2, 2019/09/06 14:23:06.390, 32.94 W
0, 2019/09/06 14:23:08.395, 29.77 W
1, 2019/09/06 14:23:08.400, 33.20 W
2, 2019/09/06 14:23:08.405, 32.69 W
0, 2019/09/06 14:23:10.411, 30.50 W
1, 2019/09/06 14:23:10.416, 33.20 W
2, 2019/09/06 14:23:10.420, 33.19 W
0, 2019/09/06 14:23:12.425, 30.50 W
1, 2019/09/06 14:23:12.429, 33.20 W
2, 2019/09/06 14:23:12.434, 33.91 W
0, 2019/09/06 14:23:14.438, 30.26 W
1, 2019/09/06 14:23:14.445, 33.20 W
2, 2019/09/06 14:23:14.449, 33.68 W
0, 2019/09/06 14:23:16.454, 30.26 W
1, 2019/09/06 14:23:16.459, 32.95 W
2, 2019/09/06 14:23:16.464, 33.67 W
0, 2019/09/06 14:23:18.470, 29.77 W
1, 2019/09/06 14:23:18.475, 32.95 W
2, 2019/09/06 14:23:18.479, 33.91 W
0, 2019/09/06 14:23:20.484, 29.77 W
1, 2019/09/06 14:23:20.489, 32.95 W
2, 2019/09/06 14:23:20.494, 33.67 W
0, 2019/09/06 14:23:22.498, 29.77 W
1, 2019/09/06 14:23:22.503, 32.95 W
2, 2019/09/06 14:23:22.508, 33.67 W
0, 2019/09/06 14:23:24.513, 30.26 W
1, 2019/09/06 14:23:24.518, 32.95 W
2, 2019/09/06 14:23:24.523, 33.67 W
0, 2019/09/06 14:23:26.528, 30.50 W
1, 2019/09/06 14:23:26.571, 32.95 W
2, 2019/09/06 14:23:26.582, 34.15 W
0, 2019/09/06 14:23:28.586, 31.72 W
1, 2019/09/06 14:23:28.591, 32.95 W
2, 2019/09/06 14:23:28.595, 33.67 W
0, 2019/09/06 14:23:30.600, 31.72 W
1, 2019/09/06 14:23:30.878, 32.95 W
2, 2019/09/06 14:23:30.882, 32.94 W
0, 2019/09/06 14:23:32.889, 31.72 W
1, 2019/09/06 14:23:32.928, 32.95 W
2, 2019/09/06 14:23:32.935, 32.94 W
0, 2019/09/06 14:23:34.939, 31.24 W
1, 2019/09/06 14:23:35.423, 32.71 W
2, 2019/09/06 14:23:35.428, 32.69 W
0, 2019/09/06 14:23:37.433, 30.01 W
1, 2019/09/06 14:23:37.954, 32.71 W
2, 2019/09/06 14:23:37.958, 32.69 W
0, 2019/09/06 14:23:39.966, 30.01 W
1, 2019/09/06 14:23:40.059, 32.71 W
2, 2019/09/06 14:23:40.064, 32.71 W
0, 2019/09/06 14:23:42.069, 29.77 W
1, 2019/09/06 14:23:42.248, 32.71 W
2, 2019/09/06 14:23:42.255, 32.45 W
0, 2019/09/06 14:23:44.262, 31.48 W
1, 2019/09/06 14:23:44.790, 32.71 W
2, 2019/09/06 14:23:44.797, 33.18 W
0, 2019/09/06 14:23:46.802, 31.97 W
1, 2019/09/06 14:23:46.879, 32.47 W
2, 2019/09/06 14:23:46.886, 33.18 W
0, 2019/09/06 14:23:48.890, 32.94 W
1, 2019/09/06 14:23:49.368, 32.71 W
2, 2019/09/06 14:23:49.374, 33.18 W
0, 2019/09/06 14:23:51.379, 33.67 W
1, 2019/09/06 14:23:51.383, 32.71 W
2, 2019/09/06 14:23:51.387, 33.18 W
0, 2019/09/06 14:23:53.392, 32.94 W
1, 2019/09/06 14:23:53.396, 32.71 W
2, 2019/09/06 14:23:53.401, 33.19 W
0, 2019/09/06 14:23:55.405, 32.70 W
1, 2019/09/06 14:23:55.410, 32.71 W
2, 2019/09/06 14:23:55.414, 33.18 W
0, 2019/09/06 14:23:57.419, 33.19 W
1, 2019/09/06 14:23:57.427, 32.71 W
2, 2019/09/06 14:23:57.433, 33.18 W
0, 2019/09/06 14:23:59.438, 32.94 W
1, 2019/09/06 14:23:59.443, 32.46 W
2, 2019/09/06 14:23:59.448, 33.19 W
0, 2019/09/06 14:24:01.453, 32.94 W
1, 2019/09/06 14:24:01.457, 32.47 W
2, 2019/09/06 14:24:01.462, 33.42 W
0, 2019/09/06 14:24:03.466, 32.94 W
1, 2019/09/06 14:24:03.471, 32.22 W
2, 2019/09/06 14:24:03.475, 34.40 W
0, 2019/09/06 14:24:05.480, 32.94 W
1, 2019/09/06 14:24:05.487, 32.22 W
2, 2019/09/06 14:24:05.493, 34.89 W
0, 2019/09/06 14:24:07.498, 32.94 W
1, 2019/09/06 14:24:07.503, 32.46 W
2, 2019/09/06 14:24:07.507, 34.64 W
0, 2019/09/06 14:24:09.512, 32.94 W
1, 2019/09/06 14:24:09.517, 32.22 W
2, 2019/09/06 14:24:09.522, 35.62 W
0, 2019/09/06 14:24:11.529, 32.94 W
1, 2019/09/06 14:24:11.533, 32.22 W
2, 2019/09/06 14:24:11.538, 34.64 W
0, 2019/09/06 14:24:13.542, 32.94 W
1, 2019/09/06 14:24:13.546, 32.46 W
2, 2019/09/06 14:24:13.552, 34.89 W
0, 2019/09/06 14:24:15.557, 32.94 W
1, 2019/09/06 14:24:15.561, 32.22 W
2, 2019/09/06 14:24:15.566, 34.64 W
0, 2019/09/06 14:24:17.570, 33.19 W
1, 2019/09/06 14:24:17.575, 32.22 W
2, 2019/09/06 14:24:17.580, 34.89 W
0, 2019/09/06 14:24:19.585, 32.70 W
1, 2019/09/06 14:24:19.590, 32.46 W
2, 2019/09/06 14:24:19.594, 34.89 W
0, 2019/09/06 14:24:21.599, 33.19 W
1, 2019/09/06 14:24:21.605, 32.46 W
2, 2019/09/06 14:24:21.613, 35.37 W
0, 2019/09/06 14:24:23.618, 32.70 W
1, 2019/09/06 14:24:23.624, 32.46 W
2, 2019/09/06 14:24:23.632, 34.64 W
0, 2019/09/06 14:24:25.636, 30.26 W
1, 2019/09/06 14:24:25.641, 32.46 W
2, 2019/09/06 14:24:25.645, 34.64 W
0, 2019/09/06 14:24:27.650, 30.01 W
1, 2019/09/06 14:24:27.654, 32.22 W
2, 2019/09/06 14:24:27.659, 32.94 W
0, 2019/09/06 14:24:29.663, 33.18 W
1, 2019/09/06 14:24:29.746, 32.22 W
2, 2019/09/06 14:24:29.762, 33.18 W
0, 2019/09/06 14:24:31.768, 32.70 W
1, 2019/09/06 14:24:31.875, 32.22 W
2, 2019/09/06 14:24:31.885, 33.18 W
0, 2019/09/06 14:24:33.889, 32.94 W
1, 2019/09/06 14:24:33.894, 32.22 W
2, 2019/09/06 14:24:33.899, 33.18 W
0, 2019/09/06 14:24:35.903, 32.94 W
1, 2019/09/06 14:24:35.951, 31.98 W
2, 2019/09/06 14:24:35.966, 32.69 W
