alpha,bias,degree,num_features,proj_time,projection,regr_time,scale,test_score,val_score
1e-06,0.0,6.0,10000.0,19.25746989250183,opu,1.7701048851013184,1e-15,0.1109,0.11475
1e-06,0.0,6.0,10000.0,0.25161004066467285,opu,1.3239383697509766,1e-12,0.8562,0.8666666666666667
1e-06,0.0,6.0,10000.0,0.22304916381835938,opu,1.389979362487793,1e-09,0.8692,0.8720833333333333
1e-06,0.0,6.0,10000.0,0.18927645683288574,opu,1.4034900665283203,1e-06,0.873,0.87275
1e-06,0.0,6.0,10000.0,0.18500518798828125,opu,1.3595898151397705,0.001,0.8701,0.87125
1e-06,0.0,6.0,10000.0,0.18216204643249512,opu,1.3676888942718506,1.0,0.8677,0.8775833333333334
1e-06,1.0,6.0,10000.0,0.19956159591674805,opu,1.3501043319702148,1e-15,0.1458,0.14933333333333335
1e-06,1.0,6.0,10000.0,0.18568801879882812,opu,1.3242487907409668,1e-12,0.8593,0.8655833333333334
1e-06,1.0,6.0,10000.0,0.180495023727417,opu,1.3624191284179688,1e-09,0.8703,0.8775833333333334
1e-06,1.0,6.0,10000.0,0.18375349044799805,opu,1.3615267276763916,1e-06,0.8687,0.8724166666666666
1e-06,1.0,6.0,10000.0,0.18414950370788574,opu,1.3576231002807617,0.001,0.8691,0.87975
1e-06,1.0,6.0,10000.0,0.18068218231201172,opu,1.3684608936309814,1.0,0.8691,0.876
1e-06,8.0,6.0,10000.0,0.18582415580749512,opu,1.3556642532348633,1e-15,0.2001,0.19966666666666666
1e-06,8.0,6.0,10000.0,0.3063685894012451,opu,1.332024335861206,1e-12,0.8651,0.87375
1e-06,8.0,6.0,10000.0,0.1865859031677246,opu,1.3280174732208252,1e-09,0.8726,0.8808333333333334
1e-06,8.0,6.0,10000.0,0.18096303939819336,opu,1.3625199794769287,1e-06,0.8697,0.8823333333333333
1e-06,8.0,6.0,10000.0,0.25495481491088867,opu,1.3466105461120605,0.001,0.8748,0.8776666666666667
1e-06,8.0,6.0,10000.0,0.19503068923950195,opu,1.4005184173583984,1.0,0.8739,0.8811666666666667
1e-06,64.0,6.0,10000.0,0.1864922046661377,opu,1.35121488571167,1e-15,0.8283,0.84
1e-06,64.0,6.0,10000.0,0.18941116333007812,opu,1.3608040809631348,1e-12,0.8808,0.88825
1e-06,64.0,6.0,10000.0,0.1877431869506836,opu,1.340618371963501,1e-09,0.8796,0.88625
1e-06,64.0,6.0,10000.0,0.18817710876464844,opu,1.347041368484497,1e-06,0.8815,0.88325
1e-06,64.0,6.0,10000.0,0.18729710578918457,opu,1.3408949375152588,0.001,0.878,0.8839166666666667
1e-06,64.0,6.0,10000.0,0.2278423309326172,opu,1.4094843864440918,1.0,0.88,0.8805
1e-06,512.0,6.0,10000.0,0.0,opu,0.0,1e-15,0.0,0.0
1e-06,512.0,6.0,10000.0,0.0,opu,0.0,1e-12,0.0,0.0
1e-06,512.0,6.0,10000.0,0.0,opu,0.0,1e-09,0.0,0.0
1e-06,512.0,6.0,10000.0,0.0,opu,0.0,1e-06,0.0,0.0
1e-06,512.0,6.0,10000.0,0.0,opu,0.0,0.001,0.0,0.0
1e-06,512.0,6.0,10000.0,0.0,opu,0.0,1.0,0.0,0.0
1e-06,4096.0,6.0,10000.0,0.0,opu,0.0,1e-15,0.0,0.0
1e-06,4096.0,6.0,10000.0,0.0,opu,0.0,1e-12,0.0,0.0
1e-06,4096.0,6.0,10000.0,0.0,opu,0.0,1e-09,0.0,0.0
1e-06,4096.0,6.0,10000.0,0.0,opu,0.0,1e-06,0.0,0.0
1e-06,4096.0,6.0,10000.0,0.0,opu,0.0,0.001,0.0,0.0
1e-06,4096.0,6.0,10000.0,0.0,opu,0.0,1.0,0.0,0.0
0.1,0.0,6.0,10000.0,0.18494772911071777,opu,1.3658075332641602,1e-15,0.1109,0.11016666666666666
0.1,0.0,6.0,10000.0,0.18510746955871582,opu,1.403365135192871,1e-12,0.2891,0.2951666666666667
0.1,0.0,6.0,10000.0,0.19160723686218262,opu,1.3442556858062744,1e-09,0.8705,0.877
0.1,0.0,6.0,10000.0,0.17983412742614746,opu,1.3614506721496582,1e-06,0.868,0.8734166666666666
0.1,0.0,6.0,10000.0,0.1843864917755127,opu,1.3543879985809326,0.001,0.8689,0.87425
0.1,0.0,6.0,10000.0,0.1865859031677246,opu,1.3567438125610352,1.0,0.8729,0.8786666666666667
0.1,1.0,6.0,10000.0,0.18527746200561523,opu,1.3721237182617188,1e-15,0.1178,0.11741666666666667
0.1,1.0,6.0,10000.0,0.2525453567504883,opu,1.367600440979004,1e-12,0.2937,0.30125
0.1,1.0,6.0,10000.0,0.2032606601715088,opu,1.3842215538024902,1e-09,0.8715,0.8796666666666667
0.1,1.0,6.0,10000.0,0.18576502799987793,opu,1.3601796627044678,1e-06,0.8733,0.8786666666666667
0.1,1.0,6.0,10000.0,0.18549609184265137,opu,1.4491016864776611,0.001,0.8695,0.8751666666666666
0.1,1.0,6.0,10000.0,0.1917412281036377,opu,1.3821263313293457,1.0,0.8731,0.8716666666666667
0.1,8.0,6.0,10000.0,0.19110894203186035,opu,1.3824760913848877,1e-15,0.1055,0.10266666666666667
0.1,8.0,6.0,10000.0,0.187577486038208,opu,1.3616507053375244,1e-12,0.3833,0.3869166666666667
0.1,8.0,6.0,10000.0,0.1851797103881836,opu,1.3706715106964111,1e-09,0.8736,0.8833333333333333
0.1,8.0,6.0,10000.0,0.36645078659057617,opu,1.3784677982330322,1e-06,0.8737,0.8844166666666666
0.1,8.0,6.0,10000.0,0.2524893283843994,opu,1.4007201194763184,0.001,0.8729,0.87625
0.1,8.0,6.0,10000.0,0.2457289695739746,opu,1.3761675357818604,1.0,0.8747,0.8775
