alpha,gamma,num_features,proj_time,projection,regr_time,scale,test_score,val_score
0.0001,0.0078125,10000.0,0.10091423988342285,rbf,1.8062374591827393,1.0,0.8821,0.8880833333333333
0.0001,0.0078125,10000.0,0.11046385765075684,rbf,1.8380279541015625,10.0,0.8819,0.8848333333333334
0.0001,0.0078125,10000.0,0.10086417198181152,rbf,1.7820401191711426,100.0,0.8818,0.8909166666666667
0.0001,0.015625,10000.0,0.1378779411315918,rbf,1.828683853149414,0.001,0.8254,0.832
0.0001,0.015625,10000.0,0.10952067375183105,rbf,1.8292531967163086,0.01,0.8791,0.887
0.0001,0.015625,10000.0,0.10212492942810059,rbf,1.7953932285308838,0.1,0.8796,0.8813333333333333
0.0001,0.015625,10000.0,0.11002349853515625,rbf,1.7470753192901611,1.0,0.8808,0.8865
0.0001,0.015625,10000.0,0.10549688339233398,rbf,1.782954216003418,10.0,0.8794,0.887
0.0001,0.015625,10000.0,0.10692000389099121,rbf,1.7884869575500488,100.0,0.8803,0.8813333333333333
0.0001,0.03125,10000.0,0.11135649681091309,rbf,1.776714563369751,0.001,0.8096,0.8173333333333334
0.0001,0.03125,10000.0,0.16927361488342285,rbf,1.828118085861206,0.01,0.8661,0.8694166666666666
0.0001,0.03125,10000.0,0.11215806007385254,rbf,1.775238275527954,0.1,0.862,0.8683333333333333
0.0001,0.03125,10000.0,0.1989293098449707,rbf,1.759812593460083,1.0,0.8631,0.8693333333333333
0.0001,0.03125,10000.0,0.14482522010803223,rbf,1.942575216293335,10.0,0.8623,0.8653333333333333
0.0001,0.03125,10000.0,0.159865140914917,rbf,1.8327062129974365,100.0,0.8609,0.8681666666666666
0.0001,0.0625,10000.0,0.14047908782958984,rbf,1.8230552673339844,0.001,0.6752,0.67525
0.0001,0.0625,10000.0,0.10965108871459961,rbf,1.7401247024536133,0.01,0.7448,0.74775
0.0001,0.0625,10000.0,0.13770437240600586,rbf,1.8409233093261719,0.1,0.7272,0.742
0.0001,0.0625,10000.0,0.11866044998168945,rbf,1.813398838043213,1.0,0.7321,0.7426666666666667
0.0001,0.0625,10000.0,0.10217833518981934,rbf,1.7905147075653076,10.0,0.7303,0.7403333333333333
0.0001,0.0625,10000.0,0.10187458992004395,rbf,1.7903614044189453,100.0,0.7396,0.7395
0.001,0.000244140625,10000.0,0.10187602043151855,rbf,1.7991681098937988,0.001,0.6521,0.658
0.001,0.000244140625,10000.0,0.1429753303527832,rbf,1.6819610595703125,0.01,0.7894,0.7988333333333333
0.001,0.000244140625,10000.0,0.10035538673400879,rbf,1.7813923358917236,0.1,0.8493,0.8536666666666667
0.001,0.000244140625,10000.0,0.0,rbf,0.0,1.0,0.0,0.0
0.001,0.000244140625,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.001,0.000244140625,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.001,0.00048828125,10000.0,0.10299539566040039,rbf,1.8112328052520752,0.001,0.6693,0.6763333333333333
0.001,0.00048828125,10000.0,0.10314011573791504,rbf,1.7936720848083496,0.01,0.8027,0.8115
0.001,0.00048828125,10000.0,0.11085653305053711,rbf,1.7774314880371094,0.1,0.8629,0.8734166666666666
0.001,0.00048828125,10000.0,0.0,rbf,0.0,1.0,0.0,0.0
0.001,0.00048828125,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.001,0.00048828125,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.001,0.0009765625,10000.0,0.14058947563171387,rbf,1.7590816020965576,0.001,0.6933,0.7006666666666667
0.001,0.0009765625,10000.0,0.10219597816467285,rbf,1.803680419921875,0.01,0.8175,0.82025
0.001,0.0009765625,10000.0,0.10615968704223633,rbf,1.809973955154419,0.1,0.8729,0.88275
0.001,0.0009765625,10000.0,0.10453248023986816,rbf,1.7744991779327393,1.0,0.8822,0.88675
0.001,0.0009765625,10000.0,0.10223102569580078,rbf,1.7963008880615234,10.0,0.8788,0.88425
0.001,0.0009765625,10000.0,0.10466575622558594,rbf,1.7785451412200928,100.0,0.884,0.8863333333333333
0.001,0.001953125,10000.0,0.10152149200439453,rbf,1.9098913669586182,0.001,0.7173,0.723
0.001,0.001953125,10000.0,0.10207176208496094,rbf,1.823014736175537,0.01,0.8334,0.83975
0.001,0.001953125,10000.0,0.10131168365478516,rbf,1.7819323539733887,0.1,0.8785,0.8825
0.001,0.001953125,10000.0,0.10152697563171387,rbf,1.798452377319336,1.0,0.8825,0.8873333333333333
0.001,0.001953125,10000.0,0.10589265823364258,rbf,1.6831495761871338,10.0,0.8825,0.8830833333333333
0.001,0.001953125,10000.0,0.10358047485351562,rbf,1.7944824695587158,100.0,0.8847,0.8874166666666666
0.001,0.00390625,10000.0,0.10300683975219727,rbf,1.6823973655700684,0.001,0.7441,0.7494166666666666
0.001,0.00390625,10000.0,0.2154223918914795,rbf,1.6621251106262207,0.01,0.8512,0.8589166666666667
0.001,0.00390625,10000.0,0.10133743286132812,rbf,1.7504851818084717,0.1,0.8832,0.8941666666666667
0.001,0.00390625,10000.0,0.10221147537231445,rbf,1.7825639247894287,1.0,0.8837,0.88825
0.001,0.00390625,10000.0,0.10378789901733398,rbf,1.7743041515350342,10.0,0.884,0.88675
0.001,0.00390625,10000.0,0.10475373268127441,rbf,1.7979471683502197,100.0,0.8822,0.8910833333333333
0.001,0.0078125,10000.0,0.10271883010864258,rbf,1.7899489402770996,0.001,0.7542,0.76575
0.001,0.0078125,10000.0,0.14309072494506836,rbf,1.8276143074035645,0.01,0.8622,0.8700833333333333
0.001,0.0078125,10000.0,0.1379845142364502,rbf,1.8231828212738037,0.1,0.883,0.8874166666666666
0.001,0.0078125,10000.0,0.10335063934326172,rbf,1.7955081462860107,1.0,0.8831,0.8878333333333334
0.001,0.0078125,10000.0,0.10191679000854492,rbf,1.7934074401855469,10.0,0.8809,0.8881666666666667
0.001,0.0078125,10000.0,0.10502052307128906,rbf,1.7832715511322021,100.0,0.881,0.8846666666666667
0.001,0.015625,10000.0,0.10190796852111816,rbf,1.7041304111480713,0.001,0.7547,0.7634166666666666
0.001,0.015625,10000.0,0.10074615478515625,rbf,1.8035507202148438,0.01,0.8624,0.8710833333333333
0.001,0.015625,10000.0,0.10124897956848145,rbf,1.6707062721252441,0.1,0.8797,0.8836666666666667
0.001,0.015625,10000.0,0.1008296012878418,rbf,1.7844007015228271,1.0,0.8798,0.8875
0.001,0.015625,10000.0,0.10100841522216797,rbf,1.792145013809204,10.0,0.8793,0.8874166666666666
0.001,0.015625,10000.0,0.1011359691619873,rbf,1.7946596145629883,100.0,0.8782,0.8861666666666667
0.001,0.03125,10000.0,0.10123467445373535,rbf,1.7894923686981201,0.001,0.7341,0.7388333333333333
0.001,0.03125,10000.0,0.10377717018127441,rbf,1.8026502132415771,0.01,0.8538,0.8664166666666666
0.001,0.03125,10000.0,0.10048604011535645,rbf,1.6863412857055664,0.1,0.8624,0.8721666666666666
0.001,0.03125,10000.0,0.10048866271972656,rbf,1.7123279571533203,1.0,0.8609,0.8679166666666667
0.001,0.03125,10000.0,0.1420590877532959,rbf,1.7308096885681152,10.0,0.8621,0.86275
0.001,0.03125,10000.0,0.10285043716430664,rbf,1.5959367752075195,100.0,0.863,0.8715833333333334
0.001,0.0625,10000.0,0.10185003280639648,rbf,1.618549108505249,0.001,0.6269,0.6341666666666667
0.001,0.0625,10000.0,0.10137128829956055,rbf,1.7033076286315918,0.01,0.7355,0.7491666666666666
0.001,0.0625,10000.0,0.10172462463378906,rbf,1.7207300662994385,0.1,0.7325,0.7413333333333333
0.001,0.0625,10000.0,0.10631656646728516,rbf,1.7762837409973145,1.0,0.7323,0.7374166666666667
0.001,0.0625,10000.0,0.11118030548095703,rbf,1.69157075881958,10.0,0.7291,0.7329166666666667
0.001,0.0625,10000.0,0.10553622245788574,rbf,1.6559417247772217,100.0,0.7344,0.74425
0.01,0.000244140625,10000.0,0.10196304321289062,rbf,1.7047078609466553,0.001,0.5823,0.5798333333333333
0.01,0.000244140625,10000.0,0.10138392448425293,rbf,1.6959271430969238,0.01,0.7358,0.7459166666666667
0.01,0.000244140625,10000.0,0.14263129234313965,rbf,1.8256292343139648,0.1,0.8201,0.8316666666666667
0.01,0.000244140625,10000.0,0.0,rbf,0.0,1.0,0.0,0.0
0.01,0.000244140625,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.01,0.000244140625,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.01,0.00048828125,10000.0,0.10511398315429688,rbf,1.7110328674316406,0.001,0.62,0.6219166666666667
0.01,0.00048828125,10000.0,0.1013336181640625,rbf,1.6983633041381836,0.01,0.7539,0.75775
0.01,0.00048828125,10000.0,0.10180330276489258,rbf,1.790999174118042,0.1,0.8344,0.8455833333333334
0.01,0.00048828125,10000.0,0.11151909828186035,rbf,1.6668508052825928,1.0,0.8746,0.88125
0.01,0.00048828125,10000.0,0.0,rbf,0.0,10.0,0.0,0.0
0.01,0.00048828125,10000.0,0.0,rbf,0.0,100.0,0.0,0.0
0.01,0.0009765625,10000.0,0.10295581817626953,rbf,1.6986768245697021,0.001,0.6258,0.6344166666666666
0.01,0.0009765625,10000.0,0.10162878036499023,rbf,1.8076493740081787,0.01,0.7739,0.78725
0.01,0.0009765625,10000.0,0.1016075611114502,rbf,1.8275182247161865,0.1,0.8518,0.8635
0.01,0.0009765625,10000.0,0.1017770767211914,rbf,1.7284319400787354,1.0,0.88,0.8936666666666667
0.01,0.0009765625,10000.0,0.10545134544372559,rbf,1.795957326889038,10.0,0.8802,0.8870833333333333
0.01,0.0009765625,10000.0,0.13579845428466797,rbf,1.7373337745666504,100.0,0.8801,0.8875833333333333
0.01,0.001953125,10000.0,0.13600778579711914,rbf,1.7429742813110352,0.001,0.6396,0.64725
0.01,0.001953125,10000.0,0.10784053802490234,rbf,1.6691944599151611,0.01,0.7894,0.8001666666666667
0.01,0.001953125,10000.0,0.10093426704406738,rbf,1.7856194972991943,0.1,0.8622,0.8705
0.01,0.001953125,10000.0,0.1414632797241211,rbf,1.7198171615600586,1.0,0.8833,0.8869166666666667
0.01,0.001953125,10000.0,0.10240721702575684,rbf,1.8039798736572266,10.0,0.8807,0.8835
0.01,0.001953125,10000.0,0.14007782936096191,rbf,1.7981500625610352,100.0,0.8815,0.8833333333333333
0.01,0.00390625,10000.0,0.10137486457824707,rbf,1.7919576168060303,0.001,0.6506,0.6564166666666666
0.01,0.00390625,10000.0,0.1013636589050293,rbf,1.7958166599273682,0.01,0.8037,0.8141666666666667
0.01,0.00390625,10000.0,0.10939621925354004,rbf,1.840693712234497,0.1,0.873,0.8819166666666667
0.01,0.00390625,10000.0,0.10227370262145996,rbf,1.9040606021881104,1.0,0.8812,0.88825
0.01,0.00390625,10000.0,0.10292267799377441,rbf,1.700063943862915,10.0,0.8806,0.8888333333333334
0.01,0.00390625,10000.0,0.10850358009338379,rbf,1.6689181327819824,100.0,0.8818,0.8845
0.01,0.0078125,10000.0,0.21759557723999023,rbf,1.753833532333374,0.001,0.6696,0.683
0.01,0.0078125,10000.0,0.10593771934509277,rbf,1.750065803527832,0.01,0.8176,0.8265833333333333
0.01,0.0078125,10000.0,0.14080524444580078,rbf,1.7563416957855225,0.1,0.8805,0.8890833333333333
0.01,0.0078125,10000.0,0.14237356185913086,rbf,1.8343682289123535,1.0,0.8824,0.8884166666666666
0.01,0.0078125,10000.0,0.10580062866210938,rbf,1.7856695652008057,10.0,0.8825,0.887
0.01,0.0078125,10000.0,0.11288571357727051,rbf,1.7773239612579346,100.0,0.8801,0.8893333333333333
0.01,0.015625,10000.0,0.14047718048095703,rbf,1.7654638290405273,0.001,0.6938,0.7079166666666666
0.01,0.015625,10000.0,0.14368557929992676,rbf,1.8180255889892578,0.01,0.8268,0.8328333333333333
0.01,0.015625,10000.0,0.14126133918762207,rbf,1.826840877532959,0.1,0.8797,0.8858333333333334
0.01,0.015625,10000.0,0.11164712905883789,rbf,1.8173236846923828,1.0,0.8798,0.8831666666666667
0.01,0.015625,10000.0,0.10340094566345215,rbf,1.7994251251220703,10.0,0.881,0.8838333333333334
0.01,0.015625,10000.0,0.1104886531829834,rbf,1.7519779205322266,100.0,0.8767,0.88425
0.01,0.03125,10000.0,0.10237932205200195,rbf,1.7635862827301025,0.001,0.703,0.7080833333333333
0.01,0.03125,10000.0,0.1025247573852539,rbf,1.7931976318359375,0.01,0.8084,0.8144166666666667
0.01,0.03125,10000.0,0.10174250602722168,rbf,1.8006393909454346,0.1,0.864,0.87475
0.01,0.03125,10000.0,0.11105656623840332,rbf,1.7512922286987305,1.0,0.8564,0.8719166666666667
0.01,0.03125,10000.0,0.10561466217041016,rbf,1.759162425994873,10.0,0.8608,0.8719166666666667
0.01,0.03125,10000.0,0.10537409782409668,rbf,1.7855281829833984,100.0,0.8624,0.8661666666666666
0.01,0.0625,10000.0,0.10154891014099121,rbf,1.7942252159118652,0.001,0.6153,0.6211666666666666
