alpha,bias,degree,num_features,proj_time,projection,regr_time,scale,test_score,val_score
100.0,4.0,4.0,10000.0,0.2515387535095215,opu,1.7145037651062012,0.1,0.8753,0.88675
1000.0,0.0,4.0,10000.0,0.18320274353027344,opu,1.6929330825805664,1e-05,0.8029,0.81
1000.0,0.0,4.0,10000.0,0.1899580955505371,opu,1.6728270053863525,0.0001,0.8684,0.8780833333333333
1000.0,0.0,4.0,10000.0,0.26265573501586914,opu,1.6818852424621582,0.001,0.8781,0.88425
1000.0,0.0,4.0,10000.0,0.18058156967163086,opu,1.6504497528076172,0.01,0.8795,0.8799166666666667
1000.0,0.0,4.0,10000.0,0.254256010055542,opu,1.6483242511749268,0.1,0.8778,0.8829166666666667
1000.0,1.0,4.0,10000.0,0.18546152114868164,opu,1.6561675071716309,1e-05,0.8036,0.812
1000.0,1.0,4.0,10000.0,0.19098615646362305,opu,1.7563612461090088,0.0001,0.8731,0.8803333333333333
1000.0,1.0,4.0,10000.0,0.18449854850769043,opu,1.6579487323760986,0.001,0.879,0.8846666666666667
1000.0,1.0,4.0,10000.0,0.25085997581481934,opu,1.7708547115325928,0.01,0.8777,0.886
1000.0,1.0,4.0,10000.0,0.249528169631958,opu,1.705843210220337,0.1,0.8791,0.8791666666666667
1000.0,2.0,4.0,10000.0,0.18007421493530273,opu,1.6659274101257324,1e-05,0.8054,0.8115
1000.0,2.0,4.0,10000.0,0.18698883056640625,opu,1.6571462154388428,0.0001,0.8715,0.8829166666666667
1000.0,2.0,4.0,10000.0,0.25875401496887207,opu,1.7769620418548584,0.001,0.8809,0.886
1000.0,2.0,4.0,10000.0,0.18568873405456543,opu,1.7540183067321777,0.01,0.8775,0.8836666666666667
1000.0,2.0,4.0,10000.0,0.24756669998168945,opu,1.8667330741882324,0.1,0.8804,0.8834166666666666
1000.0,4.0,4.0,10000.0,0.2590029239654541,opu,1.6568942070007324,1e-05,0.81,0.8195833333333333
1000.0,4.0,4.0,10000.0,0.25240063667297363,opu,1.5731935501098633,0.0001,0.8699,0.8794166666666666
1000.0,4.0,4.0,10000.0,0.18404626846313477,opu,1.7144129276275635,0.001,0.8794,0.8880833333333333
1000.0,4.0,4.0,10000.0,0.2548234462738037,opu,1.7241995334625244,0.01,0.8762,0.8790833333333333
1000.0,4.0,4.0,10000.0,0.19632291793823242,opu,1.664766788482666,0.1,0.879,0.8780833333333333
