alpha,bias,degree,num_features,precomputed,proj_time,projection,raw_features,regr_time,scale,test_score
100.0,0.0,4.0,10.0,1.0,0.2140355110168457,opu_physical,0.0,25.743570566177368,0.0001,0.4659
100.0,0.0,4.0,20.0,1.0,0.22170591354370117,opu_physical,0.0,0.13486242294311523,0.0001,0.5934
100.0,0.0,4.0,30.0,1.0,0.21586179733276367,opu_physical,0.0,0.023224353790283203,0.0001,0.6391
100.0,0.0,4.0,40.0,1.0,0.2138071060180664,opu_physical,0.0,0.06862139701843262,0.0001,0.6734
100.0,0.0,4.0,50.0,1.0,0.21454238891601562,opu_physical,0.0,0.021430253982543945,0.0001,0.7021
100.0,0.0,4.0,60.0,1.0,0.21795916557312012,opu_physical,0.0,0.045075178146362305,0.0001,0.7223
100.0,0.0,4.0,70.0,1.0,0.22323179244995117,opu_physical,0.0,0.04127931594848633,0.0001,0.7321
100.0,0.0,4.0,80.0,1.0,0.23226404190063477,opu_physical,0.0,0.03605175018310547,0.0001,0.733
100.0,0.0,4.0,90.0,1.0,0.2344956398010254,opu_physical,0.0,0.03854012489318848,0.0001,0.7416
100.0,0.0,4.0,100.0,1.0,0.23548030853271484,opu_physical,0.0,0.045623779296875,0.0001,0.7503
100.0,0.0,4.0,200.0,1.0,0.34894585609436035,opu_physical,0.0,0.10574483871459961,0.0001,0.7831
100.0,0.0,4.0,300.0,1.0,0.5189294815063477,opu_physical,0.0,0.10988521575927734,0.0001,0.8004
100.0,0.0,4.0,400.0,1.0,0.615487813949585,opu_physical,0.0,0.2950596809387207,0.0001,0.808
100.0,0.0,4.0,500.0,1.0,0.5827946662902832,opu_physical,0.0,0.6679239273071289,0.0001,0.8159
100.0,0.0,4.0,600.0,1.0,0.6098055839538574,opu_physical,0.0,0.31574296951293945,0.0001,0.8212
100.0,0.0,4.0,700.0,1.0,0.6795406341552734,opu_physical,0.0,0.3119313716888428,0.0001,0.8254
100.0,0.0,4.0,800.0,1.0,0.7553107738494873,opu_physical,0.0,0.43350720405578613,0.0001,0.8298
100.0,0.0,4.0,900.0,1.0,0.8521895408630371,opu_physical,0.0,0.5336642265319824,0.0001,0.8361
100.0,0.0,4.0,1000.0,1.0,1.1399099826812744,opu_physical,0.0,0.7947981357574463,0.0001,0.8392
100.0,0.0,4.0,2000.0,1.0,1.96396803855896,opu_physical,0.0,1.8154187202453613,0.0001,0.8529
100.0,0.0,4.0,3000.0,1.0,2.960827112197876,opu_physical,0.0,3.657912254333496,0.0001,0.8577
100.0,0.0,4.0,4000.0,1.0,4.226771593093872,opu_physical,0.0,4.609982252120972,0.0001,0.8632
100.0,0.0,4.0,5000.0,1.0,4.885768890380859,opu_physical,0.0,8.822121381759644,0.0001,0.8657
100.0,0.0,4.0,10000.0,1.0,9.498834609985352,opu_physical,0.0,28.17812180519104,0.0001,0.8733
100.0,0.0,4.0,20000.0,1.0,18.847493410110474,opu_physical,0.0,79.82786417007446,0.0001,0.8781
100.0,0.0,4.0,50000.0,1.0,80.46850943565369,opu_physical,0.0,387.1776282787323,0.0001,0.8799
100.0,0.0,4.0,100000.0,1.0,1546.6354761123657,opu_physical,0.0,1447.5667004585266,0.0001,0.8822
