alpha,degree,dummy,kernel,output_dim,scale,seed,test_score,training_time,validation_score,warnings
1.0,0.5,0.0,opu,10.0,0.0001,1.0,0.4358,0.6426546573638916,0.43643333333333334,0.0
0.1,0.5,0.0,opu,10.0,0.0001,1.0,0.4478,0.6426546573638916,0.4428,0.0
0.01,0.5,0.0,opu,10.0,0.0001,1.0,0.5118,0.6426546573638916,0.49015,0.0
0.0,0.5,0.0,opu,10.0,0.0001,1.0,0.5549,0.6426546573638916,0.5659,0.0
100.0,0.5,0.0,opu,10.0,1e-05,1.0,0.4027,0.749032735824585,0.3545,0.0
10.0,0.5,0.0,opu,10.0,1e-05,1.0,0.4319,0.749032735824585,0.43023333333333336,0.0
1.0,0.5,0.0,opu,10.0,1e-05,1.0,0.4341,0.749032735824585,0.43495,0.0
0.1,0.5,0.0,opu,10.0,1e-05,1.0,0.4346,0.749032735824585,0.4357333333333333,0.0
0.01,0.5,0.0,opu,10.0,1e-05,1.0,0.4358,0.749032735824585,0.4364166666666667,0.0
0.0,0.5,0.0,opu,10.0,1e-05,1.0,0.5549,0.749032735824585,0.5659,0.0
100.0,0.5,0.0,opu,10.0,1.0,2.0,0.5643,0.719961404800415,0.5642833333333334,0.0
10.0,0.5,0.0,opu,10.0,1.0,2.0,0.5644,0.719961404800415,0.5643666666666667,0.0
1.0,0.5,0.0,opu,10.0,1.0,2.0,0.5644,0.719961404800415,0.5643333333333334,0.0
0.1,0.5,0.0,opu,10.0,1.0,2.0,0.5644,0.719961404800415,0.5643333333333334,0.0
0.01,0.5,0.0,opu,10.0,1.0,2.0,0.5644,0.719961404800415,0.5643333333333334,0.0
0.0,0.5,0.0,opu,10.0,1.0,2.0,0.5644,0.719961404800415,0.5643333333333334,0.0
100.0,0.5,0.0,opu,10.0,0.1,2.0,0.5639,0.6520833969116211,0.5624833333333333,0.0
10.0,0.5,0.0,opu,10.0,0.1,2.0,0.5641,0.6520833969116211,0.5646666666666667,0.0
1.0,0.5,0.0,opu,10.0,0.1,2.0,0.5643,0.6520833969116211,0.5642833333333334,0.0
0.1,0.5,0.0,opu,10.0,0.1,2.0,0.5644,0.6520833969116211,0.5643666666666667,0.0
0.01,0.5,0.0,opu,10.0,0.1,2.0,0.5644,0.6520833969116211,0.56435,0.0
0.0,0.5,0.0,opu,10.0,0.1,2.0,0.5644,0.6520833969116211,0.56435,0.0
100.0,0.5,0.0,opu,10.0,0.01,2.0,0.5206,0.7078657150268555,0.49853333333333333,0.0
10.0,0.5,0.0,opu,10.0,0.01,2.0,0.5563,0.7078657150268555,0.54915,0.0
1.0,0.5,0.0,opu,10.0,0.01,2.0,0.5639,0.7078657150268555,0.5625,0.0
0.1,0.5,0.0,opu,10.0,0.01,2.0,0.5641,0.7078657150268555,0.5646666666666667,0.0
0.01,0.5,0.0,opu,10.0,0.01,2.0,0.5643,0.7078657150268555,0.5643,0.0
0.0,0.5,0.0,opu,10.0,0.01,2.0,0.5644,0.7078657150268555,0.56435,0.0
100.0,0.5,0.0,opu,10.0,0.001,2.0,0.4462,0.6665680408477783,0.4467333333333333,0.0
10.0,0.5,0.0,opu,10.0,0.001,2.0,0.4611,0.6665680408477783,0.45445,0.0
1.0,0.5,0.0,opu,10.0,0.001,2.0,0.5206,0.6665680408477783,0.49853333333333333,0.0
0.1,0.5,0.0,opu,10.0,0.001,2.0,0.5563,0.6665680408477783,0.54915,0.0
0.01,0.5,0.0,opu,10.0,0.001,2.0,0.5639,0.6665680408477783,0.5624833333333333,0.0
0.0,0.5,0.0,opu,10.0,0.001,2.0,0.5644,0.6665680408477783,0.5643333333333334,0.0
100.0,0.5,0.0,opu,10.0,0.0001,2.0,0.4443,0.6434841156005859,0.44556666666666667,0.0
10.0,0.5,0.0,opu,10.0,0.0001,2.0,0.4441,0.6434841156005859,0.44585,0.0
1.0,0.5,0.0,opu,10.0,0.0001,2.0,0.4462,0.6434841156005859,0.4467333333333333,0.0
0.1,0.5,0.0,opu,10.0,0.0001,2.0,0.4611,0.6434841156005859,0.4544666666666667,0.0
0.01,0.5,0.0,opu,10.0,0.0001,2.0,0.5206,0.6434841156005859,0.49853333333333333,0.0
0.0,0.5,0.0,opu,10.0,0.0001,2.0,0.5644,0.6434841156005859,0.5643333333333334,0.0
100.0,0.5,0.0,opu,10.0,1e-05,2.0,0.4164,0.5942158699035645,0.3643166666666667,0.0
10.0,0.5,0.0,opu,10.0,1e-05,2.0,0.445,0.5942158699035645,0.44251666666666667,0.0
1.0,0.5,0.0,opu,10.0,1e-05,2.0,0.4443,0.5942158699035645,0.44556666666666667,0.0
0.1,0.5,0.0,opu,10.0,1e-05,2.0,0.4441,0.5942158699035645,0.44585,0.0
0.01,0.5,0.0,opu,10.0,1e-05,2.0,0.4462,0.5942158699035645,0.4467333333333333,0.0
0.0,0.5,0.0,opu,10.0,1e-05,2.0,0.5644,0.5942158699035645,0.56435,0.0
100.0,0.5,0.0,opu,10.0,1.0,3.0,0.5742,0.6993129253387451,0.5770833333333333,0.0
10.0,0.5,0.0,opu,10.0,1.0,3.0,0.5742,0.6993129253387451,0.5771166666666666,0.0
1.0,0.5,0.0,opu,10.0,1.0,3.0,0.5742,0.6993129253387451,0.5771166666666666,0.0
0.1,0.5,0.0,opu,10.0,1.0,3.0,0.5742,0.6993129253387451,0.5771166666666666,0.0
0.01,0.5,0.0,opu,10.0,1.0,3.0,0.5742,0.6993129253387451,0.5771166666666666,0.0
0.0,0.5,0.0,opu,10.0,1.0,3.0,0.5742,0.6993129253387451,0.5771166666666666,0.0
100.0,0.5,0.0,opu,10.0,0.1,3.0,0.5739,0.693291425704956,0.5758666666666666,0.0
10.0,0.5,0.0,opu,10.0,0.1,3.0,0.5741,0.693291425704956,0.5769666666666666,0.0
1.0,0.5,0.0,opu,10.0,0.1,3.0,0.5742,0.693291425704956,0.5770833333333333,0.0
0.1,0.5,0.0,opu,10.0,0.1,3.0,0.5742,0.693291425704956,0.5771166666666666,0.0
0.01,0.5,0.0,opu,10.0,0.1,3.0,0.5742,0.693291425704956,0.5771166666666666,0.0
0.0,0.5,0.0,opu,10.0,0.1,3.0,0.5742,0.693291425704956,0.5771166666666666,0.0
100.0,0.5,0.0,opu,10.0,0.01,3.0,0.5319,0.6514933109283447,0.5282166666666667,0.0
10.0,0.5,0.0,opu,10.0,0.01,3.0,0.5674,0.6514933109283447,0.5592333333333334,0.0
1.0,0.5,0.0,opu,10.0,0.01,3.0,0.5739,0.6514933109283447,0.5758666666666666,0.0
0.1,0.5,0.0,opu,10.0,0.01,3.0,0.5741,0.6514933109283447,0.5769666666666666,0.0
0.01,0.5,0.0,opu,10.0,0.01,3.0,0.5742,0.6514933109283447,0.5770833333333333,0.0
0.0,0.5,0.0,opu,10.0,0.01,3.0,0.5742,0.6514933109283447,0.5771166666666666,0.0
100.0,0.5,0.0,opu,10.0,0.001,3.0,0.5156,0.5757300853729248,0.51885,0.0
10.0,0.5,0.0,opu,10.0,0.001,3.0,0.5173,0.5757300853729248,0.5200333333333333,0.0
1.0,0.5,0.0,opu,10.0,0.001,3.0,0.5319,0.5757300853729248,0.5282166666666667,0.0
0.1,0.5,0.0,opu,10.0,0.001,3.0,0.5674,0.5757300853729248,0.5592333333333334,0.0
0.01,0.5,0.0,opu,10.0,0.001,3.0,0.5739,0.5757300853729248,0.5758666666666666,0.0
0.0,0.5,0.0,opu,10.0,0.001,3.0,0.5742,0.5757300853729248,0.5771166666666666,0.0
100.0,0.5,0.0,opu,10.0,0.0001,3.0,0.5141,0.6478815078735352,0.5179333333333334,0.0
10.0,0.5,0.0,opu,10.0,0.0001,3.0,0.5151,0.6478815078735352,0.5186166666666666,0.0
1.0,0.5,0.0,opu,10.0,0.0001,3.0,0.5156,0.6478815078735352,0.5188333333333334,0.0
0.1,0.5,0.0,opu,10.0,0.0001,3.0,0.5173,0.6478815078735352,0.5200333333333333,0.0
0.01,0.5,0.0,opu,10.0,0.0001,3.0,0.5319,0.6478815078735352,0.5282166666666667,0.0
0.0,0.5,0.0,opu,10.0,0.0001,3.0,0.5742,0.6478815078735352,0.5771166666666666,0.0
100.0,0.5,0.0,opu,10.0,1e-05,3.0,0.4299,0.6881396770477295,0.4015166666666667,0.0
10.0,0.5,0.0,opu,10.0,1e-05,3.0,0.5096,0.6881396770477295,0.5106166666666667,0.0
1.0,0.5,0.0,opu,10.0,1e-05,3.0,0.5141,0.6881396770477295,0.5179333333333334,0.0
0.1,0.5,0.0,opu,10.0,1e-05,3.0,0.5151,0.6881396770477295,0.5186166666666666,0.0
0.01,0.5,0.0,opu,10.0,1e-05,3.0,0.5156,0.6881396770477295,0.5188333333333334,0.0
0.0,0.5,0.0,opu,10.0,1e-05,3.0,0.5742,0.6881396770477295,0.5771166666666666,0.0
100.0,0.5,0.0,opu,10.0,1.0,4.0,0.577,0.7164816856384277,0.57585,0.0
10.0,0.5,0.0,opu,10.0,1.0,4.0,0.5769,0.7164816856384277,0.5758,0.0
1.0,0.5,0.0,opu,10.0,1.0,4.0,0.5769,0.7164816856384277,0.5757666666666666,0.0
0.1,0.5,0.0,opu,10.0,1.0,4.0,0.5769,0.7164816856384277,0.5757666666666666,0.0
0.01,0.5,0.0,opu,10.0,1.0,4.0,0.5769,0.7164816856384277,0.5757666666666666,0.0
0.0,0.5,0.0,opu,10.0,1.0,4.0,0.5769,0.7164816856384277,0.5757666666666666,0.0
100.0,0.5,0.0,opu,10.0,0.1,4.0,0.5769,0.6916279792785645,0.5786666666666667,0.0
10.0,0.5,0.0,opu,10.0,0.1,4.0,0.5775,0.6916279792785645,0.5761,0.0
1.0,0.5,0.0,opu,10.0,0.1,4.0,0.577,0.6916279792785645,0.57585,0.0
0.1,0.5,0.0,opu,10.0,0.1,4.0,0.5769,0.6916279792785645,0.5758,0.0
0.01,0.5,0.0,opu,10.0,0.1,4.0,0.5769,0.6916279792785645,0.5757833333333333,0.0
0.0,0.5,0.0,opu,10.0,0.1,4.0,0.5769,0.6916279792785645,0.5757666666666666,0.0
100.0,0.5,0.0,opu,10.0,0.01,4.0,0.5562,0.6760885715484619,0.5407666666666666,0.0
10.0,0.5,0.0,opu,10.0,0.01,4.0,0.5831,0.6760885715484619,0.5801833333333334,0.0
1.0,0.5,0.0,opu,10.0,0.01,4.0,0.5769,0.6760885715484619,0.5786666666666667,0.0
0.1,0.5,0.0,opu,10.0,0.01,4.0,0.5775,0.6760885715484619,0.5761,0.0
0.01,0.5,0.0,opu,10.0,0.01,4.0,0.577,0.6760885715484619,0.57585,0.0
0.0,0.5,0.0,opu,10.0,0.01,4.0,0.5769,0.6760885715484619,0.5757833333333333,0.0
100.0,0.5,0.0,opu,10.0,0.001,4.0,0.5112,0.6607306003570557,0.5119666666666667,0.0
10.0,0.5,0.0,opu,10.0,0.001,4.0,0.5168,0.6607306003570557,0.5154333333333333,0.0
1.0,0.5,0.0,opu,10.0,0.001,4.0,0.5562,0.6607306003570557,0.5407666666666666,0.0
0.1,0.5,0.0,opu,10.0,0.001,4.0,0.5831,0.6607306003570557,0.5801833333333334,0.0
0.01,0.5,0.0,opu,10.0,0.001,4.0,0.5769,0.6607306003570557,0.5786666666666667,0.0
0.0,0.5,0.0,opu,10.0,0.001,4.0,0.5769,0.6607306003570557,0.5757666666666666,0.0
100.0,0.5,0.0,opu,10.0,0.0001,4.0,0.5098,0.6656441688537598,0.5112833333333333,0.0
10.0,0.5,0.0,opu,10.0,0.0001,4.0,0.5106,0.6656441688537598,0.51145,0.0
1.0,0.5,0.0,opu,10.0,0.0001,4.0,0.5112,0.6656441688537598,0.5119666666666667,0.0
0.1,0.5,0.0,opu,10.0,0.0001,4.0,0.5168,0.6656441688537598,0.5154333333333333,0.0
0.01,0.5,0.0,opu,10.0,0.0001,4.0,0.5562,0.6656441688537598,0.5407666666666666,0.0
0.0,0.5,0.0,opu,10.0,0.0001,4.0,0.5769,0.6656441688537598,0.5757666666666666,0.0
100.0,0.5,0.0,opu,10.0,1e-05,4.0,0.4555,0.6787030696868896,0.39795,0.0
10.0,0.5,0.0,opu,10.0,1e-05,4.0,0.5092,0.6787030696868896,0.5048666666666667,0.0
1.0,0.5,0.0,opu,10.0,1e-05,4.0,0.5098,0.6787030696868896,0.5112833333333333,0.0
0.1,0.5,0.0,opu,10.0,1e-05,4.0,0.5106,0.6787030696868896,0.51145,0.0
0.01,0.5,0.0,opu,10.0,1e-05,4.0,0.5112,0.6787030696868896,0.5119666666666667,0.0
0.0,0.5,0.0,opu,10.0,1e-05,4.0,0.5769,0.6787030696868896,0.5757666666666666,0.0
100.0,0.5,0.0,opu,20.0,1.0,0.0,0.675,0.7420425415039062,0.6813833333333333,0.0
10.0,0.5,0.0,opu,20.0,1.0,0.0,0.6751,0.7420425415039062,0.6813833333333333,0.0
1.0,0.5,0.0,opu,20.0,1.0,0.0,0.6751,0.7420425415039062,0.6813833333333333,0.0
0.1,0.5,0.0,opu,20.0,1.0,0.0,0.6751,0.7420425415039062,0.6813833333333333,0.0
0.01,0.5,0.0,opu,20.0,1.0,0.0,0.6751,0.7420425415039062,0.6813833333333333,0.0
0.0,0.5,0.0,opu,20.0,1.0,0.0,0.6751,0.7420425415039062,0.6813833333333333,0.0
100.0,0.5,0.0,opu,20.0,0.1,0.0,0.6761,0.7695412635803223,0.6813166666666667,0.0
10.0,0.5,0.0,opu,20.0,0.1,0.0,0.6748,0.7695412635803223,0.6817,0.0
1.0,0.5,0.0,opu,20.0,0.1,0.0,0.675,0.7695412635803223,0.6813833333333333,0.0
0.1,0.5,0.0,opu,20.0,0.1,0.0,0.675,0.7695412635803223,0.6813833333333333,0.0
0.01,0.5,0.0,opu,20.0,0.1,0.0,0.6751,0.7695412635803223,0.6813833333333333,0.0
0.0,0.5,0.0,opu,20.0,0.1,0.0,0.6751,0.7695412635803223,0.6813833333333333,0.0
100.0,0.5,0.0,opu,20.0,0.01,0.0,0.611,0.7765035629272461,0.5807166666666667,0.0
10.0,0.5,0.0,opu,20.0,0.01,0.0,0.6699,0.7765035629272461,0.6640666666666667,0.0
1.0,0.5,0.0,opu,20.0,0.01,0.0,0.6761,0.7765035629272461,0.6813166666666667,0.0
0.1,0.5,0.0,opu,20.0,0.01,0.0,0.6748,0.7765035629272461,0.6817,0.0
0.01,0.5,0.0,opu,20.0,0.01,0.0,0.675,0.7765035629272461,0.6813833333333333,0.0
0.0,0.5,0.0,opu,20.0,0.01,0.0,0.6751,0.7765035629272461,0.6813666666666667,0.0
100.0,0.5,0.0,opu,20.0,0.001,0.0,0.5046,0.7796738147735596,0.5047333333333334,0.0
10.0,0.5,0.0,opu,20.0,0.001,0.0,0.5251,0.7796738147735596,0.5155666666666666,0.0
1.0,0.5,0.0,opu,20.0,0.001,0.0,0.611,0.7796738147735596,0.5807166666666667,0.0
0.1,0.5,0.0,opu,20.0,0.001,0.0,0.6699,0.7796738147735596,0.6640666666666667,0.0
0.01,0.5,0.0,opu,20.0,0.001,0.0,0.6761,0.7796738147735596,0.6813166666666667,0.0
0.0,0.5,0.0,opu,20.0,0.001,0.0,0.6751,0.7796738147735596,0.6813833333333333,0.0
100.0,0.5,0.0,opu,20.0,0.0001,0.0,0.5012,0.7573421001434326,0.5015,0.0
10.0,0.5,0.0,opu,20.0,0.0001,0.0,0.5019,0.7573421001434326,0.5033833333333333,0.0
1.0,0.5,0.0,opu,20.0,0.0001,0.0,0.5046,0.7573421001434326,0.5047333333333334,0.0
0.1,0.5,0.0,opu,20.0,0.0001,0.0,0.5251,0.7573421001434326,0.5155666666666666,0.0
0.01,0.5,0.0,opu,20.0,0.0001,0.0,0.611,0.7573421001434326,0.5807166666666667,0.0
0.0,0.5,0.0,opu,20.0,0.0001,0.0,0.6751,0.7573421001434326,0.6813666666666667,0.0
100.0,0.5,0.0,opu,20.0,1e-05,0.0,0.4768,0.7277119159698486,0.4212,0.0
10.0,0.5,0.0,opu,20.0,1e-05,0.0,0.4955,0.7277119159698486,0.49175,0.0
1.0,0.5,0.0,opu,20.0,1e-05,0.0,0.5012,0.7277119159698486,0.5015,0.0
0.1,0.5,0.0,opu,20.0,1e-05,0.0,0.5019,0.7277119159698486,0.5033666666666666,0.0
0.01,0.5,0.0,opu,20.0,1e-05,0.0,0.5047,0.7277119159698486,0.5047333333333334,0.0
0.0,0.5,0.0,opu,20.0,1e-05,0.0,0.6751,0.7277119159698486,0.6813833333333333,0.0
100.0,0.5,0.0,opu,20.0,1.0,1.0,0.6635,0.743544340133667,0.6687833333333333,0.0
10.0,0.5,0.0,opu,20.0,1.0,1.0,0.6635,0.743544340133667,0.6687,0.0
1.0,0.5,0.0,opu,20.0,1.0,1.0,0.6635,0.743544340133667,0.6687333333333333,0.0
0.1,0.5,0.0,opu,20.0,1.0,1.0,0.6635,0.743544340133667,0.6687333333333333,0.0
0.01,0.5,0.0,opu,20.0,1.0,1.0,0.6635,0.743544340133667,0.6687333333333333,0.0
0.0,0.5,0.0,opu,20.0,1.0,1.0,0.6635,0.743544340133667,0.6687333333333333,0.0
100.0,0.5,0.0,opu,20.0,0.1,1.0,0.6635,0.7807250022888184,0.6668333333333333,0.0
10.0,0.5,0.0,opu,20.0,0.1,1.0,0.6634,0.7807250022888184,0.6686833333333333,0.0
1.0,0.5,0.0,opu,20.0,0.1,1.0,0.6635,0.7807250022888184,0.6687833333333333,0.0
0.1,0.5,0.0,opu,20.0,0.1,1.0,0.6635,0.7807250022888184,0.6687,0.0
0.01,0.5,0.0,opu,20.0,0.1,1.0,0.6635,0.7807250022888184,0.6687333333333333,0.0
0.0,0.5,0.0,opu,20.0,0.1,1.0,0.6635,0.7807250022888184,0.6687333333333333,0.0
100.0,0.5,0.0,opu,20.0,0.01,1.0,0.5941,0.8010649681091309,0.5757166666666667,0.0
10.0,0.5,0.0,opu,20.0,0.01,1.0,0.6541,0.8010649681091309,0.6405166666666666,0.0
1.0,0.5,0.0,opu,20.0,0.01,1.0,0.6635,0.8010649681091309,0.6668333333333333,0.0
0.1,0.5,0.0,opu,20.0,0.01,1.0,0.6634,0.8010649681091309,0.6687,0.0
0.01,0.5,0.0,opu,20.0,0.01,1.0,0.6635,0.8010649681091309,0.6687833333333333,0.0
0.0,0.5,0.0,opu,20.0,0.01,1.0,0.6635,0.8010649681091309,0.6687333333333333,0.0
100.0,0.5,0.0,opu,20.0,0.001,1.0,0.5483,0.7711312770843506,0.5422333333333333,0.0
10.0,0.5,0.0,opu,20.0,0.001,1.0,0.5567,0.7711312770843506,0.54645,0.0
1.0,0.5,0.0,opu,20.0,0.001,1.0,0.5941,0.7711312770843506,0.5757166666666667,0.0
0.1,0.5,0.0,opu,20.0,0.001,1.0,0.6541,0.7711312770843506,0.6405166666666666,0.0
0.01,0.5,0.0,opu,20.0,0.001,1.0,0.6635,0.7711312770843506,0.6668166666666666,0.0
0.0,0.5,0.0,opu,20.0,0.001,1.0,0.6635,0.7711312770843506,0.6687333333333333,0.0
100.0,0.5,0.0,opu,20.0,0.0001,1.0,0.547,0.7930636405944824,0.54135,0.0
10.0,0.5,0.0,opu,20.0,0.0001,1.0,0.5473,0.7930636405944824,0.5417,0.0
1.0,0.5,0.0,opu,20.0,0.0001,1.0,0.5482,0.7930636405944824,0.5422333333333333,0.0
0.1,0.5,0.0,opu,20.0,0.0001,1.0,0.5567,0.7930636405944824,0.54645,0.0
0.01,0.5,0.0,opu,20.0,0.0001,1.0,0.5941,0.7930636405944824,0.5757166666666667,0.0
0.0,0.5,0.0,opu,20.0,0.0001,1.0,0.6635,0.7930636405944824,0.6687333333333333,0.0
100.0,0.5,0.0,opu,20.0,1e-05,1.0,0.5018,0.7463953495025635,0.4602,0.0
10.0,0.5,0.0,opu,20.0,1e-05,1.0,0.5417,0.7463953495025635,0.53555,0.0
1.0,0.5,0.0,opu,20.0,1e-05,1.0,0.547,0.7463953495025635,0.54135,0.0
0.1,0.5,0.0,opu,20.0,1e-05,1.0,0.5473,0.7463953495025635,0.5417,0.0
0.01,0.5,0.0,opu,20.0,1e-05,1.0,0.5482,0.7463953495025635,0.5422333333333333,0.0
0.0,0.5,0.0,opu,20.0,1e-05,1.0,0.6635,0.7463953495025635,0.6687333333333333,0.0
100.0,0.5,0.0,opu,20.0,1.0,2.0,0.6599,0.7859983444213867,0.66465,0.0
10.0,0.5,0.0,opu,20.0,1.0,2.0,0.6598,0.7859983444213867,0.66465,0.0
1.0,0.5,0.0,opu,20.0,1.0,2.0,0.6598,0.7859983444213867,0.6646666666666666,0.0
0.1,0.5,0.0,opu,20.0,1.0,2.0,0.6598,0.7859983444213867,0.6646666666666666,0.0
0.01,0.5,0.0,opu,20.0,1.0,2.0,0.6598,0.7859983444213867,0.6646666666666666,0.0
0.0,0.5,0.0,opu,20.0,1.0,2.0,0.6598,0.7859983444213867,0.6646666666666666,0.0
100.0,0.5,0.0,opu,20.0,0.1,2.0,0.6603,0.7178423404693604,0.6633666666666667,0.0
10.0,0.5,0.0,opu,20.0,0.1,2.0,0.66,0.7178423404693604,0.6643166666666667,0.0
1.0,0.5,0.0,opu,20.0,0.1,2.0,0.6599,0.7178423404693604,0.66465,0.0
0.1,0.5,0.0,opu,20.0,0.1,2.0,0.6598,0.7178423404693604,0.6646666666666666,0.0
